UseLife,UseSD,InitRm,Year,OccRm
 25,  0.0,   28, 1129,59
 25,  0.0,   28, 1130,58
 25,  0.0,   28, 1131,56
 25,  0.0,   28, 1132,55
 25,  0.0,   28, 1133,54
 25,  0.0,   28, 1134,53
 25,  0.0,   28, 1135,52
 25,  0.0,   28, 1136,51
 25,  0.0,   28, 1137,50
 25,  0.0,   28, 1138,49
 25,  0.0,   28, 1139,48
 25,  0.0,   28, 1140,47
 25,  0.0,   28, 1141,46
 25,  0.0,   28, 1142,45
 25,  0.0,   28, 1143,44
 25,  0.0,   28, 1144,43
 25,  0.0,   28, 1145,42
 25,  0.0,   28, 1146,41
 25,  0.0,   28, 1147,40
 25,  0.0,   28, 1148,39
 25,  0.0,   28, 1149,38
 25,  0.0,   28, 1150,38
 25,  0.0,   28, 1151,37
 25,  0.0,   28, 1152,36
 25,  0.0,   28, 1153,35
 25,  0.0,   28, 1154,34
 25,  0.0,   28, 1155,34
 25,  0.0,   28, 1156,33
 25,  0.0,   28, 1157,32
 25,  0.0,   28, 1158,32
 25,  0.0,   28, 1159,31
 25,  0.0,   28, 1160,30
 25,  0.0,   28, 1161,30
 25,  0.0,   28, 1162,29
 25,  0.0,   28, 1163,28
 25,  0.0,   28, 1164,28
 25,  0.0,   28, 1165,27
 25,  0.0,   28, 1166,27
 25,  0.0,   28, 1167,26
 25,  0.0,   28, 1168,26
 25,  0.0,   28, 1169,25
 25,  0.0,   28, 1170,24
 25,  0.0,   28, 1171,24
 25,  0.0,   28, 1172,23
 25,  0.0,   28, 1173,23
 25,  0.0,   28, 1174,22
 25,  0.0,   28, 1175,22
 25,  0.0,   28, 1176,23
 25,  0.0,   28, 1177,25
 25,  0.0,   28, 1178,26
 25,  0.0,   28, 1179,28
 25,  0.0,   28, 1180,29
 25,  0.0,   28, 1181,31
 25,  0.0,   28, 1182,33
 25,  0.0,   28, 1183,35
 25,  0.0,   28, 1184,37
 25,  0.0,   28, 1185,39
 25,  0.0,   28, 1186,42
 25,  0.0,   28, 1187,44
 25,  0.0,   28, 1188,47
 25,  0.0,   28, 1189,49
 25,  0.0,   28, 1190,52
 25,  0.0,   28, 1191,55
 25,  0.0,   28, 1192,59
 25,  0.0,   28, 1193,62
 25,  0.0,   28, 1194,66
 25,  0.0,   28, 1195,70
